Date,Surface,Rd,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time
18‑Oct‑2021,Hard,R16,Tommy Paul,7-5 6-3,1.21,9.3%,4.0%,53.3%,77.5%,42.9%,Marin Cilic,54.7%,46.9%,4.7%,27.0%,74.1%,4/9,1:42
18‑Oct‑2021,Hard,R32,Damir Dzumhur,6-7(4) 6-1 6-1,1.77,27.5%,2.5%,62.5%,86.0%,60.0%,Marin Cilic,58.3%,42.0%,1.1%,36.1%,55.6%,5/9,1:48
30‑Aug‑2021,Hard,R128,Philipp Kohlschreiber,6-7(4) 6-7(3) 6-2 6-1 2-0 RET,0.78,13.0%,4.3%,58.0%,72.5%,43.1%,Marin Cilic,46.1%,31.0%,16.3%,23.9%,38.7%,1/7,3:39
23‑Aug‑2021,Hard,R32,Ilya Ivashka,4-6 7-5 6-4,1.01,13.7%,10.5%,50.5%,81.3%,36.2%,Marin Cilic,49.5%,41.3%,14.7%,24.2%,63.8%,4/10,2:49
16‑Aug‑2021,Hard,R32,Andrey Rublev,5-7 6-3 6-1,0.76,12.8%,5.8%,53.5%,73.9%,50.0%,Marin Cilic,46.3%,28.2%,14.1%,16.7%,46.7%,1/5,2:01
16‑Aug‑2021,Hard,R64,Aslan Karatsev,7-5 6-3,1.51,13.1%,8.2%,60.7%,83.8%,54.2%,Marin Cilic,54.9%,42.2%,7.2%,31.9%,55.6%,3/9,1:51
9‑Aug‑2021,Hard,R32,Casper Ruud,6-3 3-6 6-3,0.84,12.5%,8.8%,51.2%,78.0%,59.0%,Marin Cilic,48.1%,26.3%,6.6%,13.0%,46.7%,1/3,2:03
9‑Aug‑2021,Hard,R64,Albert Ramos,6-2 4-6 6-3,1.32,15.7%,4.8%,55.4%,73.9%,59.5%,Marin Cilic,55.0%,43.0%,4.7%,34.0%,53.8%,4/9,2:13
28‑Jun‑2021,Grass,R32,Daniil Medvedev,6-7(3) 3-6 6-3 6-3 6-2,0.97,7.3%,6.6%,56.3%,75.3%,39.4%,Marin Cilic,49.2%,39.1%,10.3%,24.7%,60.3%,5/8,3:36
28‑Jun‑2021,Grass,R64,Benjamin Bonzi,6-4 3-6 6-3 7-6(5),1.1,12.2%,4.6%,57.3%,76.0%,53.6%,Marin Cilic,50.7%,36.9%,12.8%,29.2%,50.9%,3/17,3:04
28‑Jun‑2021,Grass,R128,Salvatore Caruso,7-6(5) 7-6(1) 6-1,1.45,17.6%,3.9%,68.6%,81.4%,46.9%,Marin Cilic,55.8%,42.6%,0.9%,43.8%,41.2%,4/13,2:40
14‑Jun‑2021,Grass,QF,Alex De Minaur,3-6 6-3 6-4,0.78,13.7%,4.9%,58.8%,76.7%,38.1%,Marin Cilic,46.8%,30.7%,2.3%,34.5%,23.3%,1/7,2:04
14‑Jun‑2021,Grass,R16,Fabio Fognini,6-3 7-6(4),1.34,25.4%,4.5%,67.2%,82.2%,50.0%,Marin Cilic,55.4%,38.1%,11.1%,28.1%,48.4%,2/2,1:29
14‑Jun‑2021,Grass,R32,Sebastian Ofner,6-2 6-7(5) 7-6(4),1.54,14.7%,6.3%,64.2%,85.2%,52.9%,Marin Cilic,54.7%,40.6%,8.6%,28.4%,57.4%,3/13,2:17
7‑Jun‑2021,Grass,F,Felix Auger Aliassime,7-6(2) 6-3,1.48,9.9%,2.8%,60.6%,76.7%,64.3%,Marin Cilic,56.6%,41.7%,5.6%,33.3%,53.3%,2/10,1:48
7‑Jun‑2021,Grass,SF,Jurij Rodionov,6-3 1-0 RET,2.67,29.2%,12.5%,54.2%,100.0%,63.6%,Marin Cilic,60.0%,44.4%,8.3%,36.4%,57.1%,2/4,0:39
7‑Jun‑2021,Grass,QF,Denis Shapovalov,7-5 7-6(3),1.44,11.8%,4.4%,57.4%,87.2%,55.2%,Marin Cilic,53.1%,38.0%,6.5%,25.0%,55.0%,2/9,1:50
7‑Jun‑2021,Grass,R16,Nikoloz Basilashvili,6-3 6-2,2.57,43.2%,4.5%,59.1%,100.0%,55.6%,Marin Cilic,61.3%,46.8%,6.5%,39.0%,61.9%,3/11,0:57
7‑Jun‑2021,Grass,R32,Rudolf Molleker,7-5 6-3,1.71,31.7%,6.3%,57.1%,100.0%,44.4%,Marin Cilic,59.0%,40.7%,8.5%,21.2%,65.4%,2/2,1:16
31‑May‑2021,Clay,R64,Roger Federer,6-2 2-6 7-6(4) 6-2,0.82,10.0%,5.0%,64.2%,75.3%,39.5%,Marin Cilic,46.8%,30.8%,13.7%,25.0%,43.2%,3/8,2:35
31‑May‑2021,Clay,R128,Arthur Rinderknech,7-6(6) 6-1 6-2,1.72,9.9%,0.0%,65.4%,84.9%,50.0%,Marin Cilic,57.2%,46.7%,8.3%,39.4%,57.1%,6/17,2:18
17‑May‑2021,Clay,R32,Dominic Stricker,7-6(5) 6-1,0.82,6.7%,1.7%,70.0%,50.0%,66.7%,Marin Cilic,45.6%,36.9%,13.8%,20.0%,64.0%,2/4,1:18
10‑May‑2021,Clay,R32,Stefanos Tsitsipas,7-5 6-2,0.58,2.8%,2.8%,53.5%,73.7%,42.4%,Marin Cilic,43.1%,23.7%,5.1%,17.5%,36.8%,0/3,1:43
10‑May‑2021,Clay,R64,Alexander Bublik,4-6 6-2 6-3,1.25,21.4%,1.2%,57.1%,81.3%,55.6%,Marin Cilic,54.7%,37.3%,10.7%,23.7%,51.4%,3/7,1:43
26‑Apr‑2021,Clay,SF,Cameron Norrie,7-6(5) 7-5,0.82,20.3%,6.3%,59.5%,83.0%,37.5%,Marin Cilic,46.8%,29.1%,6.3%,20.0%,44.8%,1/6,1:58
26‑Apr‑2021,Clay,QF,Kevin Anderson,7-6(7) 0-0 RET,1.14,10.0%,0.0%,67.5%,77.8%,76.9%,Marin Cilic,50.6%,25.6%,18.6%,16.1%,50.0%,0/1,0:58
26‑Apr‑2021,Clay,R16,Nuno Borges,6-7(5) 6-4 6-4,1.18,4.0%,0.0%,57.4%,75.9%,60.5%,Marin Cilic,52.1%,36.4%,1.8%,34.6%,40.6%,3/13,2:23
26‑Apr‑2021,Clay,R32,Carlos Alcaraz,6-3 1-6 6-4,1.03,7.7%,9.0%,64.1%,60.0%,46.4%,Marin Cilic,50.3%,46.3%,1.1%,39.7%,56.8%,5/14,2:13
12‑Apr‑2021,Clay,R64,David Goffin,6-4 3-6 6-0,0.83,9.3%,9.3%,50.9%,69.1%,34.0%,Marin Cilic,47.0%,39.7%,8.2%,35.3%,43.6%,3/6,2:11
22‑Mar‑2021,Hard,R16,Andrey Rublev,6-4 6-4,0.6,8.8%,5.9%,54.4%,75.7%,45.2%,Marin Cilic,45.0%,23.1%,11.5%,17.1%,35.3%,0/0,1:21
22‑Mar‑2021,Hard,R32,Lorenzo Musetti,6-3 6-4,1.49,16.4%,3.6%,50.9%,85.7%,66.7%,Marin Cilic,56.6%,35.3%,9.8%,35.1%,35.7%,2/3,1:14
22‑Mar‑2021,Hard,R64,Cristian Garin,3-6 7-5 7-6(5),0.96,13.3%,5.3%,60.2%,67.6%,53.3%,Marin Cilic,49.8%,36.5%,6.7%,32.1%,41.7%,3/10,2:44
22‑Mar‑2021,Hard,R128,Federico Coria,6-3 2-6 6-4,1.18,9.9%,3.7%,59.3%,85.4%,39.4%,Marin Cilic,52.4%,39.3%,5.6%,37.7%,41.7%,3/7,2:03
15‑Mar‑2021,Hard,R32,Sebastian Korda,7-5 6-2,0.78,1.7%,10.3%,55.2%,62.5%,19.2%,Marin Cilic,43.9%,44.4%,9.9%,39.6%,53.6%,3/15,1:40
22‑Feb‑2021,Hard,SF,Alexei Popyrin,7-6(5) 7-6(2),0.73,9.0%,2.0%,62.0%,69.4%,52.6%,Marin Cilic,47.0%,27.2%,18.5%,22.8%,37.5%,1/4,1:59
22‑Feb‑2021,Hard,QF,Soon Woo Kwon,6-2 2-6 7-5,1.16,23.1%,1.3%,62.8%,79.6%,44.8%,Marin Cilic,51.8%,38.6%,10.2%,30.4%,53.1%,4/12,2:00
22‑Feb‑2021,Hard,R16,Taro Daniel,7-5 6-4,1.27,19.4%,3.2%,53.2%,81.8%,58.6%,Marin Cilic,53.1%,36.8%,4.4%,34.9%,40.0%,3/5,1:40
8‑Feb‑2021,Hard,R128,Grigor Dimitrov,6-4 6-2 7-6(5),0.74,4.3%,2.2%,58.1%,77.8%,46.2%,Marin Cilic,45.7%,26.4%,20.9%,17.5%,46.4%,1/4,2:08
1‑Feb‑2021,Hard,R64,Jeremy Chardy,2-6 6-3 7-6(8),1.15,17.5%,9.3%,52.6%,82.4%,41.3%,Marin Cilic,52.2%,42.9%,11.6%,34.2%,59.0%,5/15,2:31
9‑Nov‑2020,Hard,R32,Jonas Forejtek,6-3 6-2,0.76,4.3%,4.3%,55.3%,73.1%,33.3%,Marin Cilic,43.7%,33.9%,3.6%,17.1%,61.9%,1/3,1:06
2‑Nov‑2020,Hard,R16,Ugo Humbert,6-3 6-7(4) 6-3,1.02,13.3%,4.8%,54.2%,84.4%,47.4%,Marin Cilic,48.1%,33.0%,17.9%,15.9%,58.1%,1/4,2:24
2‑Nov‑2020,Hard,R64,Felix Auger Aliassime,6-0 3-6 6-3,1.26,14.7%,4.2%,62.1%,71.2%,47.2%,Marin Cilic,55.4%,47.6%,9.8%,41.7%,55.9%,5/13,2:27
19‑Oct‑2020,Hard,R32,Steve Johnson,7-6(3) 6-4,0.82,14.3%,3.6%,54.8%,67.4%,52.6%,Marin Cilic,46.9%,32.1%,14.1%,32.5%,31.6%,0/3,1:58
12‑Oct‑2020,Hard,R16,Alejandro Davidovich Fokina,3-6 7-6(3) 6-2,0.85,12.0%,0.0%,59.0%,69.5%,56.1%,Marin Cilic,47.7%,30.5%,2.1%,25.0%,41.9%,2/5,2:22
12‑Oct‑2020,Hard,R32,Marcos Giron,6-2 4-6 6-3,1.16,8.8%,4.9%,50.0%,76.5%,45.1%,Marin Cilic,53.7%,45.5%,2.3%,43.5%,47.6%,5/9,2:30
28‑Sep‑2020,Clay,R128,Dominic Thiem,6-4 6-3 6-3,0.71,1.1%,2.3%,55.7%,63.3%,43.6%,Marin Cilic,44.0%,32.1%,3.8%,30.2%,36.0%,2/7,2:06
14‑Sep‑2020,Clay,R16,Casper Ruud,6-2 7-6(6),0.98,6.9%,5.2%,50.0%,93.1%,51.7%,Marin Cilic,48.8%,27.0%,4.8%,15.0%,47.8%,0/2,1:33
14‑Sep‑2020,Clay,R32,David Goffin,6-2 6-2,2.5,20.0%,0.0%,65.0%,88.5%,64.3%,Marin Cilic,62.8%,50.0%,3.7%,36.0%,62.1%,4/7,1:10
14‑Sep‑2020,Clay,R64,Alexander Bublik,6-7(4) 6-2 6-4,1.26,7.0%,5.0%,58.0%,75.9%,66.7%,Marin Cilic,54.5%,35.2%,18.7%,24.5%,47.6%,3/5,2:14
31‑Aug‑2020,Hard,R32,Dominic Thiem,6-2 6-2 3-6 6-3,0.79,5.1%,3.1%,62.2%,73.8%,43.2%,Marin Cilic,45.5%,29.8%,8.7%,13.1%,53.5%,1/8,2:27
31‑Aug‑2020,Hard,R64,Norbert Gombos,6-3 1-6 7-6(2) 7-5,1.0,12.1%,6.5%,62.1%,74.0%,46.8%,Marin Cilic,49.8%,36.2%,4.7%,25.7%,50.9%,4/12,2:58
31‑Aug‑2020,Hard,R128,Denis Kudla,6-7(3) 3-6 7-5 7-5 6-3,1.13,17.3%,5.3%,60.0%,83.3%,48.3%,Marin Cilic,50.9%,34.5%,11.3%,26.0%,48.4%,5/12,3:33
24‑Aug‑2020,Hard,R64,Denis Shapovalov,6-3 6-3,0.66,4.1%,4.1%,65.3%,75.0%,29.4%,Marin Cilic,41.9%,26.8%,16.1%,16.1%,40.0%,0/1,1:18
6‑Mar‑2020,Hard,RR,Ramkumar Ramanathan,7-6(8) 7-6(8),1.65,23.1%,1.3%,61.5%,85.4%,76.7%,Marin Cilic,53.8%,29.7%,6.6%,28.3%,32.3%,0/2,2:12
6‑Mar‑2020,Hard,RR,Sumit Nagal,6-0 6-1,2.95,21.6%,0.0%,56.8%,81.0%,75.0%,Marin Cilic,71.2%,63.9%,0.0%,52.6%,76.5%,5/11,0:56
24‑Feb‑2020,Hard,R32,Benoit Paire,2-6 7-5 7-6(1),0.99,8.2%,9.8%,54.9%,70.1%,40.0%,Marin Cilic,50.0%,43.2%,6.8%,28.6%,60.0%,5/10,2:32
17‑Feb‑2020,Hard,R16,Denis Shapovalov,6-4 4-6 6-2,0.82,8.9%,6.3%,65.8%,61.5%,63.0%,Marin Cilic,45.8%,31.0%,19.5%,23.7%,46.4%,1/7,1:59
17‑Feb‑2020,Hard,R32,Ilya Ivashka,3-6 7-6(5) 6-4,1.16,9.7%,2.2%,67.7%,82.5%,40.0%,Marin Cilic,51.8%,36.3%,9.8%,27.1%,56.3%,3/5,2:23
20‑Jan‑2020,Hard,R16,Milos Raonic,6-4 6-3 7-5,0.8,6.0%,3.6%,59.5%,76.0%,52.9%,Marin Cilic,45.5%,26.6%,37.2%,20.3%,44.0%,0/4,2:19
20‑Jan‑2020,Hard,R32,Roberto Bautista Agut,6-7(3) 6-4 6-0 5-7 6-3,1.25,16.1%,1.3%,65.1%,77.3%,53.8%,Marin Cilic,53.0%,38.7%,5.4%,34.5%,48.1%,7/19,4:10
20‑Jan‑2020,Hard,R64,Benoit Paire,6-2 6-7(6) 3-6 6-1 7-6(3),1.2,10.6%,3.8%,66.9%,79.4%,49.1%,Marin Cilic,53.4%,36.6%,19.6%,17.0%,63.1%,6/10,3:33
20‑Jan‑2020,Hard,R128,Corentin Moutet,6-3 6-2 6-4,2.26,13.2%,1.5%,61.8%,83.3%,76.9%,Marin Cilic,61.3%,43.2%,5.4%,37.5%,53.8%,5/9,1:46
6‑Jan‑2020,Hard,RR,Dennis Novak,6-7(4) 6-4 6-4,1.31,16.0%,3.2%,61.7%,82.8%,63.9%,Marin Cilic,52.8%,32.0%,10.7%,29.2%,36.8%,2/5,2:26
6‑Jan‑2020,Hard,RR,Guido Pella,7-6(1) 6-3,0.91,19.0%,3.2%,60.3%,76.3%,44.0%,Marin Cilic,47.4%,33.3%,5.6%,28.6%,40.0%,1/6,1:53
6‑Jan‑2020,Hard,RR,Kacper Zuk,7-6(8) 6-4,1.44,5.5%,4.1%,63.0%,84.8%,51.9%,Marin Cilic,53.8%,39.6%,8.3%,32.7%,47.7%,1/13,2:09
28‑Oct‑2019,Hard,R32,Stan Wawrinka,7-6(3) 7-6(5),0.97,14.5%,5.3%,57.9%,81.8%,46.9%,Marin Cilic,47.9%,31.9%,11.0%,22.4%,48.5%,1/8,1:58
28‑Oct‑2019,Hard,R64,Hubert Hurkacz,7-6(5) 6-4,1.33,13.0%,2.9%,60.9%,85.7%,55.6%,Marin Cilic,53.1%,34.6%,7.7%,27.5%,48.1%,1/8,1:37
21‑Oct‑2019,Hard,R32,David Goffin,6-4 6-4,0.62,7.5%,7.5%,50.9%,77.8%,42.3%,Marin Cilic,43.1%,24.5%,22.4%,12.1%,50.0%,1/3,1:12
14‑Oct‑2019,Hard,SF,Andrey Rublev,7-5 6-4,0.87,14.5%,6.6%,48.7%,75.7%,38.5%,Marin Cilic,47.6%,37.7%,7.2%,27.5%,51.7%,2/3,1:32
14‑Oct‑2019,Hard,QF,Jeremy Chardy,6-4 4-6 7-6(2),1.09,13.5%,8.3%,59.4%,73.7%,56.4%,Marin Cilic,50.2%,36.3%,20.4%,16.4%,65.2%,3/11,2:21
14‑Oct‑2019,Hard,R16,Ivo Karlovic,6-1 7-6(5),1.21,15.7%,11.4%,61.4%,88.4%,44.4%,Marin Cilic,55.2%,34.5%,16.4%,13.3%,60.0%,2/5,1:23
7‑Oct‑2019,Hard,R64,Albert Ramos,6-4 6-4,0.65,16.1%,1.6%,46.8%,72.4%,57.6%,Marin Cilic,45.6%,23.1%,13.5%,15.2%,36.8%,0/0,1:23
30‑Sep‑2019,Hard,R16,Hyeon Chung,6-4 3-6 6-1,0.59,7.8%,6.8%,57.3%,71.2%,43.2%,Marin Cilic,45.6%,24.2%,16.7%,9.8%,48.0%,1/2,2:02
30‑Sep‑2019,Hard,R32,Yuichi Sugita,6-4 6-4,1.11,8.5%,6.8%,67.8%,87.5%,36.8%,Marin Cilic,53.2%,32.0%,0.0%,26.7%,40.0%,2/2,1:14
26‑Aug‑2019,Hard,R16,Rafael Nadal,6-3 3-6 6-1 6-2,0.71,9.7%,4.9%,66.0%,58.8%,45.7%,Marin Cilic,43.9%,32.3%,11.8%,17.0%,52.5%,2/3,2:49
26‑Aug‑2019,Hard,R32,John Isner,7-5 3-6 7-6(6) 6-4,0.88,13.5%,10.9%,51.9%,80.2%,52.0%,Marin Cilic,49.5%,29.3%,30.1%,22.1%,47.4%,2/4,3:19
26‑Aug‑2019,Hard,R64,Cedrik Marcel Stebe,4-6 6-3 7-5 6-3,1.09,9.8%,8.3%,54.5%,81.9%,45.0%,Marin Cilic,52.7%,38.1%,9.7%,32.8%,45.7%,6/12,2:58
26‑Aug‑2019,Hard,R128,Martin Klizan,6-3 6-2 7-6(6),1.29,18.5%,9.8%,58.7%,85.2%,47.4%,Marin Cilic,54.3%,39.1%,6.5%,31.4%,48.8%,4/9,2:09
12‑Aug‑2019,Hard,R64,Radu Albot,6-4 7-6(6),0.9,11.4%,5.1%,63.3%,76.0%,41.4%,Marin Cilic,47.6%,32.9%,7.1%,25.5%,42.1%,0/6,1:54
5‑Aug‑2019,Hard,R16,Dominic Thiem,7-6(7) 6-4,1.01,4.4%,1.5%,60.3%,78.0%,59.3%,Marin Cilic,48.3%,29.6%,13.6%,24.5%,37.5%,0/9,1:53
5‑Aug‑2019,Hard,R32,John Millman,6-3 6-4,1.39,12.7%,0.0%,67.3%,81.1%,50.0%,Marin Cilic,56.9%,40.4%,6.4%,30.4%,50.0%,3/4,1:15
5‑Aug‑2019,Hard,R64,Bradley Klahn,6-3 7-6(7),1.7,3.2%,9.5%,68.3%,88.4%,50.0%,Marin Cilic,56.3%,40.5%,24.1%,26.1%,60.6%,2/4,1:38
29‑Jul‑2019,Hard,QF,Daniil Medvedev,6-4 7-6(7),0.87,6.3%,3.1%,60.9%,89.7%,56.0%,Marin Cilic,47.4%,20.3%,27.5%,15.8%,25.8%,0/0,1:34
29‑Jul‑2019,Hard,R16,Felix Auger Aliassime,6-3 6-4,1.23,7.0%,7.0%,50.9%,79.3%,50.0%,Marin Cilic,53.9%,43.1%,17.2%,21.2%,72.0%,4/7,1:26
29‑Jul‑2019,Hard,R32,Marius Copil,7-6(4) 7-6(4),1.52,17.1%,3.9%,51.3%,87.2%,64.9%,Marin Cilic,52.7%,36.1%,16.7%,20.7%,54.0%,0/10,2:12
1‑Jul‑2019,Grass,R64,Joao Sousa,6-4 6-4 6-4,0.7,8.4%,7.5%,47.7%,82.4%,44.6%,Marin Cilic,46.2%,26.1%,10.2%,17.0%,36.6%,0/12,2:12
1‑Jul‑2019,Grass,R128,Adrian Mannarino,7-6(6) 7-6(4) 6-3,1.18,13.4%,5.0%,64.7%,83.1%,50.0%,Marin Cilic,53.0%,33.6%,11.5%,23.5%,48.9%,2/8,2:48
17‑Jun‑2019,Grass,R16,Diego Schwartzman,6-4 6-4,0.63,9.5%,6.3%,58.7%,73.0%,42.3%,Marin Cilic,44.3%,25.0%,5.8%,21.2%,31.6%,1/3,1:22
17‑Jun‑2019,Grass,R32,Cristian Garin,6-1 7-6(5),1.65,12.5%,8.9%,66.1%,78.4%,52.6%,Marin Cilic,59.2%,50.0%,10.9%,42.2%,68.4%,4/9,1:17
27‑May‑2019,Clay,R64,Grigor Dimitrov,6-7(3) 6-4 4-6 7-6(2) 6-3,0.95,7.1%,5.4%,52.7%,72.2%,56.3%,Marin Cilic,49.7%,33.7%,8.7%,22.7%,53.2%,3/9,4:23
27‑May‑2019,Clay,R128,Thomas Fabbiano,6-3 7-5 6-1,1.56,16.7%,6.4%,57.7%,86.7%,39.4%,Marin Cilic,58.2%,51.9%,0.0%,44.0%,72.4%,8/20,2:10
13‑May‑2019,Clay,R32,Jan Lennard Struff,6-2 6-3,0.42,3.4%,5.2%,44.8%,61.5%,40.6%,Marin Cilic,38.5%,21.1%,21.1%,5.9%,33.3%,1/2,1:07
13‑May‑2019,Clay,R64,Andrea Basso,6-1 7-5,1.48,10.6%,4.5%,57.6%,78.9%,46.4%,Marin Cilic,58.7%,51.7%,10.0%,40.7%,60.6%,5/7,1:38
6‑May‑2019,Clay,R16,Laslo Djere,4-6 6-3 6-2,1.27,13.6%,2.3%,55.7%,81.6%,46.2%,Marin Cilic,55.0%,43.4%,6.0%,40.4%,48.4%,4/7,2:09
6‑May‑2019,Clay,R32,Jan Lennard Struff,4-6 6-3 6-4,1.03,7.5%,4.3%,54.8%,72.5%,64.3%,Marin Cilic,51.7%,32.1%,13.6%,19.1%,50.0%,2/6,2:00
6‑May‑2019,Clay,R64,Martin Klizan,6-4 2-6 7-6(0),1.04,6.8%,5.1%,57.6%,75.0%,48.0%,Marin Cilic,51.9%,37.8%,8.2%,36.6%,40.7%,2/7,2:48
22‑Apr‑2019,Clay,R16,Pablo Cuevas,5-7 7-6(6) 7-6(3),1.0,8.9%,7.3%,58.5%,70.8%,43.1%,Marin Cilic,49.6%,40.7%,9.6%,33.8%,50.0%,5/11,3:12
15‑Apr‑2019,Clay,R32,Guido Pella,6-3 5-7 6-1,0.84,4.3%,7.5%,48.4%,71.1%,27.1%,Marin Cilic,46.2%,43.4%,6.6%,45.8%,39.3%,5/6,2:16
18‑Mar‑2019,Hard,R64,Andrey Rublev,6-4 6-4,0.85,10.8%,4.8%,63.9%,66.0%,36.7%,Marin Cilic,47.9%,37.7%,8.2%,28.1%,48.3%,2/2,1:44
4‑Mar‑2019,Hard,R32,Denis Shapovalov,6-4 6-2,0.6,7.8%,4.7%,70.3%,64.4%,42.1%,Marin Cilic,43.5%,25.5%,9.8%,9.4%,52.6%,0/2,1:18
4‑Mar‑2019,Hard,R64,Dusan Lajovic,6-3 6-4,1.33,11.5%,1.6%,57.4%,77.1%,50.0%,Marin Cilic,55.0%,45.7%,1.4%,45.2%,46.4%,4/15,1:33
25‑Feb‑2019,Hard,R32,Gael Monfils,6-3 4-6 6-0,0.61,1.1%,1.1%,62.1%,66.7%,36.4%,Marin Cilic,43.6%,27.4%,11.3%,19.4%,38.5%,1/1,1:45
14‑Jan‑2019,Hard,R16,Roberto Bautista Agut,6-7(6) 6-3 6-2 4-6 6-4,0.82,10.2%,3.6%,61.1%,75.5%,43.1%,Marin Cilic,47.4%,30.5%,6.5%,30.2%,31.3%,2/5,3:58
14‑Jan‑2019,Hard,R32,Fernando Verdasco,4-6 3-6 6-1 7-6(8) 6-3,1.18,5.2%,3.3%,58.2%,82.0%,51.6%,Marin Cilic,52.2%,36.4%,16.4%,31.9%,46.2%,4/19,4:18
14‑Jan‑2019,Hard,R64,Mackenzie Mcdonald,7-5 6-7(9) 6-4 6-4,1.22,18.5%,4.4%,60.7%,76.8%,49.1%,Marin Cilic,53.1%,41.7%,6.0%,36.4%,56.1%,6/15,3:37
14‑Jan‑2019,Hard,R128,Bernard Tomic,6-2 6-4 7-6(3),1.5,25.8%,2.2%,67.7%,77.8%,63.3%,Marin Cilic,55.8%,40.4%,11.5%,35.6%,51.6%,4/15,2:03
23‑Nov‑2018,Clay,RR,Jo Wilfried Tsonga,6-3 7-5 6-4,1.79,14.0%,1.2%,61.6%,90.6%,60.6%,Marin Cilic,57.6%,37.4%,8.8%,31.6%,47.1%,3/4,2:22
23‑Nov‑2018,Clay,RR,Lucas Pouille,7-6(3) 6-3 6-3,1.72,8.4%,4.8%,53.0%,88.6%,66.7%,Marin Cilic,55.7%,37.3%,9.8%,25.9%,52.3%,3/12,2:19
12‑Nov‑2018,Hard,RR,John Isner,6-7(2) 6-3 6-4,1.4,6.7%,3.4%,59.6%,88.7%,55.6%,Marin Cilic,53.4%,34.6%,16.3%,26.5%,50.0%,3/11,2:14
12‑Nov‑2018,Hard,RR,Alexander Zverev,7-6(5) 7-6(1),0.81,8.8%,4.4%,51.6%,70.2%,43.2%,Marin Cilic,46.3%,34.5%,9.5%,24.5%,51.6%,2/5,2:06
12‑Nov‑2018,Hard,RR,Novak Djokovic,7-6(7) 6-2,0.27,10.4%,2.6%,57.1%,79.5%,45.5%,Marin Cilic,42.3%,9.4%,5.7%,9.7%,9.1%,0/0,1:35
29‑Oct‑2018,Hard,QF,Novak Djokovic,4-6 6-2 6-3,0.83,9.6%,0.0%,66.3%,69.1%,39.3%,Marin Cilic,46.4%,34.1%,5.9%,31.5%,38.7%,2/5,2:10
29‑Oct‑2018,Hard,R16,Grigor Dimitrov,7-6(5) 6-4,1.34,11.3%,2.8%,59.2%,83.3%,48.3%,Marin Cilic,53.8%,41.4%,8.0%,32.7%,56.3%,2/15,1:49
29‑Oct‑2018,Hard,R32,Philipp Kohlschreiber,6-3 6-4,1.38,14.5%,1.8%,63.6%,80.0%,50.0%,Marin Cilic,56.0%,42.6%,9.3%,44.1%,40.0%,3/5,1:12
22‑Oct‑2018,Hard,R16,Marius Copil,7-5 7-6(2),0.74,5.4%,8.1%,39.2%,75.9%,62.2%,Marin Cilic,46.2%,23.9%,29.6%,10.3%,40.6%,0/2,1:48
22‑Oct‑2018,Hard,R32,Denis Shapovalov,6-4 6-2,1.89,0.0%,0.0%,51.1%,75.0%,73.9%,Marin Cilic,59.8%,48.3%,10.0%,35.1%,69.6%,4/7,1:15
8‑Oct‑2018,Hard,R32,Nicolas Jarry,2-6 7-6(6) 7-5,1.13,18.9%,6.7%,68.9%,80.6%,50.0%,Marin Cilic,51.4%,32.6%,15.8%,24.2%,48.5%,3/8,2:09
1‑Oct‑2018,Hard,R32,Jan Lennard Struff,3-6 6-4 7-6(1),0.96,12.7%,4.9%,60.8%,75.8%,40.0%,Marin Cilic,49.5%,36.7%,9.2%,27.6%,50.0%,3/9,2:20
14‑Sep‑2018,Clay,RR,Frances Tiafoe,6-1 6-3 7-6(5),1.6,14.3%,1.1%,65.9%,86.7%,45.2%,Marin Cilic,58.3%,43.8%,10.1%,41.4%,48.4%,5/8,2:14
14‑Sep‑2018,Clay,RR,Sam Querrey,6-7(2) 7-6(6) 6-3 6-4,0.9,11.9%,5.2%,57.0%,76.6%,53.4%,Marin Cilic,48.9%,29.9%,12.6%,15.9%,43.8%,2/5,3:11
27‑Aug‑2018,Hard,QF,Kei Nishikori,2-6 6-4 7-6(5) 4-6 6-4,1.15,13.9%,5.1%,58.4%,72.5%,59.6%,Marin Cilic,51.4%,37.7%,3.8%,29.5%,47.9%,6/13,4:08
27‑Aug‑2018,Hard,R16,David Goffin,7-6(6) 6-2 6-4,1.13,11.9%,5.9%,45.5%,82.6%,47.3%,Marin Cilic,52.8%,41.5%,4.3%,39.7%,45.2%,5/8,2:24
27‑Aug‑2018,Hard,R32,Alex De Minaur,4-6 3-6 6-3 6-4 7-5,1.02,8.7%,5.6%,60.2%,73.2%,39.1%,Marin Cilic,50.2%,41.3%,2.3%,32.3%,52.6%,8/28,4:00
27‑Aug‑2018,Hard,R64,Hubert Hurkacz,6-2 6-0 6-0,2.23,22.8%,1.8%,66.7%,81.6%,57.9%,Marin Cilic,65.4%,58.6%,4.3%,57.1%,60.0%,8/14,1:19
27‑Aug‑2018,Hard,R128,Marius Copil,7-5 6-1 1-1 RET,1.32,17.6%,8.1%,56.8%,76.2%,40.6%,Marin Cilic,56.9%,51.8%,8.9%,31.8%,64.7%,5/6,1:35
13‑Aug‑2018,Hard,SF,Novak Djokovic,6-4 3-6 6-3,0.99,13.3%,4.4%,66.7%,68.3%,46.7%,Marin Cilic,49.5%,38.5%,8.3%,27.9%,57.1%,3/12,2:32
